no_letter,no_digit,no_special _char,no_keyword,length,entropy,no_semicolon,no_single_ qout,no_double_ qout,no_percentage,whit_ space,no_punctuation,no_logical _operat,no_operat,no_or,no_and,no_comment,no_null Value in the SQL Query,label
1,8,0,0,9,2.947702779,0,0,0,0,1,0,0,0,0,0,0,0,0
18,0,0,1,20,3.38418372,0,0,0,0,1,2,0,0,0,0,0,0,0
1,8,0,0,9,2.725480557,0,0,0,0,1,0,0,0,0,0,0,0,0
14,0,0,1,15,3.056564762,0,0,0,0,2,0,0,0,0,0,0,0,0
13,3,0,1,21,3.594465637,0,0,0,0,4,2,0,1,0,0,0,0,0
7,0,0,1,7,2.235926351,0,0,0,0,1,0,0,0,0,0,0,0,0
4,5,0,0,9,2.725480557,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0,0,0,8,2.75,0,0,0,0,1,0,0,0,1,0,0,0,0
17,0,0,1,19,3.176110252,0,0,0,0,1,2,1,0,0,0,0,0,0
30,0,0,1,33,3.904708044,0,0,0,0,1,3,1,1,0,0,0,0,0
1,8,0,0,9,2.197159723,0,0,0,0,1,0,0,0,0,0,0,0,0
11,0,0,1,11,2.913977073,0,0,0,0,1,0,0,0,0,0,0,0,0
21,0,0,0,24,3.918295834,0,0,0,0,1,3,0,1,0,0,0,0,0
6,0,0,0,6,1.918295834,0,0,0,0,1,0,0,0,0,0,0,0,0
7,2,0,0,9,2.947702779,0,0,0,0,1,0,0,0,0,0,0,0,0
24,3,0,3,33,3.942438726,0,0,0,0,6,1,2,0,0,0,0,0,0
14,0,0,0,16,3.202819531,0,0,0,0,3,0,0,0,0,0,0,0,0
4,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
15,2,0,1,20,3.921928095,0,0,0,0,3,1,1,0,0,0,0,0,0
8,0,0,0,8,2.405639062,0,0,0,0,1,0,0,0,0,0,0,0,0
1,8,0,0,9,2.641604168,0,0,0,0,1,0,0,0,0,0,0,0,0
12,0,0,0,13,3.39274741,0,0,0,0,2,0,0,0,0,0,0,0,0
15,0,0,0,17,3.572469459,0,0,0,0,1,2,0,0,0,0,0,0,0
14,0,0,0,15,3.006238929,0,0,0,0,2,0,0,0,0,0,0,0,0
24,0,0,2,26,3.719294526,0,0,0,0,1,2,2,0,0,0,0,0,0
10,4,0,0,18,3.836591668,0,0,0,0,3,2,0,1,0,0,0,0,0
1,8,0,0,9,2.503258335,0,0,0,0,1,0,0,0,0,0,0,0,0
14,3,0,1,17,3.616874606,0,0,0,0,1,0,1,0,0,0,0,0,0
4,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,0,0,5,2.321928095,0,0,0,0,1,0,0,0,0,0,0,0,0
1,8,0,0,9,2.725480557,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,0,0,6,1.918295834,0,0,0,0,1,0,0,0,0,0,0,0,0
10,0,0,0,10,2.646439345,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,0,0,5,2.321928095,0,0,0,0,1,0,0,0,0,0,0,0,0
8,1,0,0,9,3.169925001,0,0,0,0,1,0,0,0,1,0,0,0,0
1,8,0,0,9,2.725480557,0,0,0,0,1,0,0,0,0,0,0,0,0
4,4,0,0,8,2.75,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,9,2.419381946,0,0,0,0,1,0,0,0,0,0,0,0,0
1,8,0,0,9,2.503258335,0,0,0,0,1,0,0,0,0,0,0,0,0
6,4,0,0,10,3.121928095,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,1,9,2.947702779,0,0,0,0,1,0,0,0,0,0,0,0,0
4,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
3,10,1,0,14,2.985228136,0,0,0,0,1,1,0,0,0,0,0,0,0
4,4,0,0,8,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0
7,3,0,1,14,3.521640636,0,0,0,0,3,2,0,1,0,0,0,0,0
15,0,0,0,17,3.292770194,0,0,0,0,3,0,0,0,0,0,0,0,0
2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,2,0,0,17,3.337175341,0,0,0,0,4,4,0,1,0,0,0,0,0
6,4,0,0,14,3.664497779,0,0,0,0,3,2,0,1,0,0,0,0,0
1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20,3,0,2,27,3.485825928,0,0,0,0,4,1,0,0,0,0,0,0,0
12,2,0,0,19,3.681880803,0,0,0,0,4,2,0,0,0,0,0,0,0
1,8,0,0,9,2.725480557,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,0,0,5,2.321928095,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0,0,0,8,2.75,0,0,0,0,1,0,0,0,0,0,0,0,0
10,0,0,0,10,2.921928095,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0,0,0,8,2.75,0,0,0,0,1,0,0,0,0,0,0,0,0
20,1,0,0,24,4.022055209,0,0,0,0,1,3,0,1,0,0,0,0,0
1,8,0,0,9,2.641604168,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0,0,0,7,1.842370993,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0,0,0,7,2.807354922,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0,0,0,8,2.5,0,0,0,0,1,1,0,1,0,0,0,0,0
8,0,0,0,8,2.5,0,0,0,0,1,0,0,0,1,0,0,0,0
6,0,0,0,6,2.584962501,0,0,0,0,1,0,0,0,0,0,0,0,0
1,8,0,0,9,2.281036113,0,0,0,0,1,0,0,0,0,0,0,0,0
4,6,0,0,10,2.846439345,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,0,0,6,2.584962501,0,0,0,0,1,0,0,0,1,0,0,0,0
6,0,0,1,6,2.251629167,0,0,0,0,1,0,0,0,0,0,0,0,0
16,0,0,1,18,3.239097918,0,0,0,0,1,2,0,0,0,0,0,0,0
4,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
24,0,0,1,27,3.60601528,0,0,0,0,1,3,2,1,0,0,0,0,0
7,0,0,0,7,2.128085279,0,0,0,0,1,0,0,0,0,0,0,0,0
14,2,0,2,18,3.614369446,0,0,0,0,3,0,0,0,0,0,0,0,0
5,0,0,0,5,2.321928095,0,0,0,0,1,0,0,0,0,0,0,0,0
1,8,0,0,9,1.836591668,0,0,0,0,1,0,0,0,0,0,0,0,0
16,0,0,0,18,3.614369446,0,0,0,0,3,0,0,0,1,0,0,0,0
17,3,0,2,26,3.671405583,0,0,0,0,5,2,1,0,0,0,0,0,0
6,2,0,1,8,3,0,0,0,0,1,0,1,0,0,0,0,0,0
7,0,0,0,7,2.521640636,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,0,0,6,2.584962501,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,0,1,6,1.79248125,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,0,1,6,2.251629167,0,0,0,0,1,0,1,0,0,0,0,0,0
7,2,0,1,9,2.947702779,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0,0,0,7,2.521640636,0,0,0,0,1,0,0,0,0,0,0,0,0
10,3,0,1,13,3.026986833,0,0,0,0,1,0,0,0,0,0,0,0,0
18,2,0,1,22,3.788754914,0,0,0,0,1,2,0,0,1,0,0,0,0
9,0,0,4,9,2.419381946,0,0,0,0,1,0,1,0,0,0,0,0,0
6,0,0,0,6,2.251629167,0,0,0,0,1,0,0,0,0,0,0,0,0
8,1,0,0,9,3.169925001,0,0,0,0,1,0,0,0,0,0,0,0,0
22,0,0,2,28,3.780394654,0,0,0,0,5,2,1,1,0,0,0,0,0
13,3,0,0,21,4.070656113,0,0,0,0,4,2,0,1,0,0,0,0,0
5,0,0,0,5,2.321928095,0,0,0,0,1,0,0,0,0,0,0,0,0
21,0,0,1,23,3.621175543,0,0,0,0,1,2,0,0,0,0,0,0,0
3,6,0,0,9,2.725480557,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0,0,0,7,2.235926351,0,0,0,0,1,0,0,0,0,0,0,0,0
1,8,0,0,9,2.947702779,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,0,0,6,2.584962501,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,0,0,5,1.921928095,0,0,0,0,1,0,0,0,0,0,0,0,0
3,6,0,0,9,2.947702779,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0,0,0,8,3,0,0,0,0,1,0,0,0,1,0,0,0,0
8,0,0,0,8,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0
10,0,0,0,10,3.121928095,0,0,0,0,1,0,0,0,1,0,0,0,0
5,0,0,0,5,2.321928095,0,0,0,0,1,0,0,0,1,0,0,0,0
8,0,0,2,8,2.405639062,0,0,0,0,1,0,0,0,0,0,0,0,0
12,0,0,0,12,2.918295834,0,0,0,0,1,0,0,0,0,0,0,0,0
26,0,0,1,28,3.753434386,0,0,0,0,1,2,0,0,1,0,0,0,0
1,8,0,0,9,2.947702779,0,0,0,0,1,0,0,0,0,0,0,0,0
1,8,0,0,9,2.641604168,0,0,0,0,1,0,0,0,0,0,0,0,0
18,4,0,0,28,3.842370993,0,0,0,0,4,3,0,1,0,0,0,0,0
9,0,0,0,9,2.725480557,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0,0,1,8,2.75,0,0,0,0,1,0,0,0,0,1,0,0,0
5,2,0,0,7,2.521640636,0,0,0,0,1,0,0,0,0,0,0,0,0
1,8,0,0,9,2.947702779,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0,0,0,8,2.5,0,0,0,0,1,1,0,1,0,0,0,0,0
6,2,0,0,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0
14,0,0,0,15,3.189898095,0,0,0,0,2,0,0,0,0,0,0,0,0
8,6,0,0,14,3.235926351,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,0,0,5,1.921928095,0,0,0,0,1,0,0,0,0,0,0,0,0
12,0,0,1,13,2.87314068,0,0,0,0,2,0,0,0,0,0,0,0,0
15,0,0,1,16,3.625,0,0,0,0,2,0,1,0,0,0,0,0,0
6,0,0,0,6,2.251629167,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,11,3.277613437,0,0,0,0,2,1,0,0,0,0,0,0,0
7,3,0,0,16,3.452819531,0,0,0,0,4,3,0,1,1,0,0,0,0
27,0,0,0,29,3.85386322,0,0,0,0,1,2,0,0,1,0,0,0,0
4,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
14,2,0,2,20,3.546439345,0,0,0,0,4,1,1,0,0,0,0,0,0
21,0,0,0,24,3.636842188,0,0,0,0,1,3,0,1,0,0,0,0,0
7,0,0,0,7,2.521640636,0,0,0,0,1,0,0,0,0,0,0,0,0
1,8,0,0,9,2.641604168,0,0,0,0,1,0,0,0,0,0,0,0,0
6,4,0,0,14,3.378783493,0,0,0,0,3,2,0,0,0,0,0,0,0
5,0,0,0,5,1.921928095,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0,0,1,8,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0
22,0,0,0,24,3.970175521,0,0,0,0,1,2,0,0,0,0,0,0,0
1,8,0,0,9,2.641604168,0,0,0,0,1,0,0,0,0,0,0,0,0
11,4,0,1,22,3.879664005,0,0,0,0,5,3,0,1,0,0,0,0,0
6,0,0,0,6,2.251629167,0,0,0,0,1,0,0,0,0,0,0,0,0
18,0,0,1,20,3.48418372,0,0,0,0,3,0,0,0,0,0,0,0,0
12,0,0,0,12,2.855388542,0,0,0,0,1,0,0,0,1,0,0,0,0
10,0,0,2,11,3.095795255,0,0,0,0,2,0,0,0,0,0,0,0,0
22,1,0,0,25,3.89366069,0,0,0,0,1,2,0,0,0,0,0,0,0
9,0,0,1,9,3.169925001,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,0,0,6,2.251629167,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0,0,0,8,2.405639062,0,0,0,0,1,0,0,0,0,0,0,0,0
8,3,0,0,16,3.577819531,0,0,0,0,4,2,0,1,0,0,0,0,0
1,8,0,0,9,2.419381946,0,0,0,0,1,0,0,0,0,0,0,0,0
10,0,0,0,12,3.084962501,0,0,0,0,1,2,0,0,0,0,0,0,0
7,2,0,0,9,2.641604168,0,0,0,0,1,0,0,0,0,0,0,0,0
6,2,0,0,8,2.5,0,0,0,0,1,0,0,0,1,0,0,0,0
6,0,0,0,6,2.251629167,0,0,0,0,1,0,0,0,0,0,0,0,0
1,8,0,0,9,2.641604168,0,0,0,0,1,0,0,0,0,0,0,0,0
16,0,0,0,17,3.292770194,0,0,0,0,1,1,0,1,1,0,0,0,0
22,0,0,1,25,3.73366069,0,0,0,0,1,3,0,0,0,0,0,0,0
16,0,0,0,17,3.169248696,0,0,0,0,2,0,0,0,0,0,0,0,0
7,0,0,0,7,2.235926351,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,0,1,6,2.251629167,0,0,0,0,1,0,1,0,0,0,0,0,0
9,0,0,1,9,2.503258335,0,0,0,0,1,0,1,0,0,0,0,0,0
6,0,1,0,7,2.521640636,0,0,0,0,1,1,0,0,0,0,0,0,0
31,0,0,1,34,4.124083797,0,0,0,0,1,3,1,0,1,0,0,0,0
5,0,0,0,5,1.921928095,0,0,0,0,1,0,0,0,1,0,0,0,0
5,0,0,0,5,2.321928095,0,0,0,0,1,0,0,0,0,0,0,0,0
30,0,0,2,33,3.690726408,0,0,0,0,1,3,1,0,0,0,0,0,0
4,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
15,0,0,3,17,3.337175341,0,0,0,0,3,0,2,0,0,0,0,0,0
1,8,0,0,9,2.725480557,0,0,0,0,1,0,0,0,0,0,0,0,0
4,0,0,0,4,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0
4,3,0,0,7,2.807354922,0,0,0,0,1,0,0,0,0,0,0,0,0
11,0,0,0,11,2.845350937,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,0,0,6,2.251629167,0,0,0,0,1,0,0,0,0,0,0,0,0
10,0,0,0,10,2.721928095,0,0,0,0,1,0,0,0,0,0,0,0,0
1,8,0,0,9,2.503258335,0,0,0,0,1,0,0,0,0,0,0,0,0
14,0,0,1,15,3.456564762,0,0,0,0,2,0,0,0,0,0,0,0,0
18,0,0,0,20,3.346439345,0,0,0,0,3,0,0,0,0,0,0,0,0
15,1,0,1,24,3.834962501,0,0,0,0,5,4,1,2,1,0,0,0,0
6,0,0,0,6,2.584962501,0,0,0,0,1,0,0,0,0,0,0,0,0
1,8,0,0,9,2.947702779,0,0,0,0,1,0,0,0,0,0,0,0,0
25,0,0,0,27,4.014146761,0,0,0,0,1,2,0,0,0,0,0,0,0
13,0,0,0,16,2.905639062,0,0,0,0,4,0,0,0,0,0,0,0,0
9,0,0,0,10,2.721928095,0,0,0,0,2,0,0,0,0,0,0,0,0
5,3,0,0,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0
19,0,0,0,21,3.535174566,0,0,0,0,1,2,0,0,0,0,0,0,0
8,0,0,0,8,2.75,0,0,0,0,1,0,0,0,0,0,0,0,0
13,0,0,3,14,3.378783493,0,0,0,0,2,0,1,0,1,0,0,0,0
28,0,0,1,31,3.897587036,0,0,0,0,1,3,0,0,0,0,0,0,0
17,0,0,0,18,3.127986807,0,0,0,0,2,0,0,0,0,0,0,0,0
1,8,0,0,9,2.725480557,0,0,0,0,1,0,0,0,0,0,0,0,0
13,0,0,0,13,3.39274741,0,0,0,0,1,0,0,0,0,0,0,0,0
10,0,0,0,11,3.095795255,0,0,0,0,1,1,0,0,0,0,0,0,0
8,0,0,0,8,2.75,0,0,0,0,1,0,0,0,1,0,0,0,0
7,0,0,0,7,2.807354922,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0,0,0,8,3,0,0,0,0,2,0,0,0,0,0,0,0,0
1,8,0,0,9,2.947702779,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,0,0,6,2.584962501,0,0,0,0,1,0,0,0,0,0,0,0,0
27,0,0,0,30,4.031401845,0,0,0,0,1,3,0,1,1,0,0,0,0
7,1,0,0,8,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0
11,0,0,0,12,3.022055209,0,0,0,0,1,1,0,1,0,0,0,0,0
18,0,0,0,20,3.68418372,0,0,0,0,1,2,0,0,0,0,0,0,0
37,0,0,3,40,4.07507052,0,0,0,0,1,3,1,0,0,0,0,0,0
10,0,0,1,10,3.121928095,0,0,0,0,1,0,0,0,0,0,0,0,0
1,8,0,0,9,2.419381946,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0,0,0,7,2.521640636,0,0,0,0,1,0,0,0,0,0,0,0,0
16,3,0,1,24,3.855388542,0,0,0,0,4,2,1,0,0,0,0,0,0
8,3,0,1,12,3.418295834,0,0,0,0,1,1,1,1,0,0,0,0,0
8,1,0,0,9,2.419381946,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0,0,1,7,2.521640636,0,0,0,0,1,0,1,0,0,0,0,0,0
7,1,0,1,8,2.75,0,0,0,0,1,0,1,0,0,0,0,0,0
4,3,0,0,7,2.521640636,0,0,0,0,1,0,0,0,0,0,0,0,0
15,0,0,0,16,3.452819531,0,0,0,0,2,0,0,0,0,0,0,0,0
12,4,0,2,20,3.68418372,0,0,0,0,4,1,1,0,1,0,0,0,0
16,0,0,0,18,3.683542362,0,0,0,0,1,2,0,0,1,0,0,0,0
8,0,0,0,8,2.405639062,0,0,0,0,1,0,0,0,0,0,0,0,0
6,2,0,1,8,3,0,0,0,0,1,0,1,0,0,0,0,0,0
5,0,0,1,5,2.321928095,0,0,0,0,1,0,1,0,0,0,0,0,0
11,3,0,3,18,3.572431251,0,0,0,0,4,1,2,0,0,0,0,0,0
4,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
14,0,0,2,15,3.506890596,0,0,0,0,2,0,1,0,0,0,0,0,0
1,8,0,0,9,2.641604168,0,0,0,0,1,0,0,0,0,0,0,0,0
24,0,0,0,26,3.503539123,0,0,0,0,1,2,0,0,0,0,0,0,0
11,1,0,0,14,3.521640636,0,0,0,0,3,0,0,0,0,0,0,0,0
12,0,0,0,14,3.235926351,0,0,0,0,3,0,0,0,1,0,0,0,0
21,1,0,2,24,3.970175521,0,0,0,0,1,2,2,0,0,0,0,0,0
16,0,0,1,18,3.503258335,0,0,0,0,1,2,1,0,0,0,0,0,0
15,0,0,0,18,3.308270835,0,0,0,0,4,0,0,0,0,0,0,0,0
5,0,0,0,5,2.321928095,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0,0,0,7,2.521640636,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,0,0,6,2.251629167,0,0,0,0,1,0,0,1,0,0,0,0,0
8,0,0,0,8,2.405639062,0,0,0,0,1,0,0,0,0,0,0,0,0
10,0,0,0,10,2.921928095,0,0,0,0,1,0,0,0,0,0,0,0,0
24,0,0,1,27,3.33767778,0,0,0,0,1,3,0,0,0,0,0,0,0
8,0,0,0,8,2.75,0,0,0,0,1,0,0,0,0,0,0,0,0
4,2,0,0,6,2.584962501,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0,0,0,7,2.521640636,0,0,0,0,1,0,0,0,0,0,0,0,0
14,2,0,3,21,3.24946028,0,0,0,0,5,1,2,0,0,0,0,0,0
5,0,0,0,5,2.321928095,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0,0,1,8,2.5,0,0,0,0,1,0,0,0,0,1,0,0,0
8,1,0,0,9,3.169925001,0,0,0,0,1,0,0,0,0,0,0,0,0
4,4,0,0,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0
1,8,0,0,9,2.641604168,0,0,0,0,1,0,0,0,0,0,0,0,0
31,0,0,1,33,4.040775468,0,0,0,0,1,2,0,0,1,0,0,0,0
17,3,0,0,28,4.06610894,0,0,0,0,5,4,0,0,0,0,0,0,0
7,2,0,0,9,2.725480557,0,0,0,0,1,0,0,0,0,0,0,0,0
1,8,0,0,9,2.947702779,0,0,0,0,1,0,0,0,0,0,0,0,0
8,1,0,0,9,2.947702779,0,0,0,0,1,0,0,0,0,0,0,0,0
1,8,0,0,9,2.725480557,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0,0,0,8,2.405639062,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,0,0,6,2.251629167,0,0,0,0,1,0,0,0,1,0,0,0,0
10,0,0,0,10,2.446439345,0,0,0,0,1,0,0,0,1,0,0,0,0
6,0,0,0,6,2.584962501,0,0,0,0,1,0,0,0,0,0,0,0,0
31,3,0,1,39,3.932712796,0,0,0,0,5,1,0,0,1,0,0,0,0
5,0,0,0,6,2.584962501,0,0,0,0,1,1,0,0,0,0,0,0,0
4,3,0,0,7,2.521640636,0,0,0,0,1,0,0,0,0,0,0,0,0
12,0,0,1,13,3.238901257,0,0,0,0,2,0,1,0,0,0,0,0,0
16,0,0,0,18,3.725480557,0,0,0,0,1,2,0,0,0,0,0,0,0
7,0,0,0,7,2.235926351,0,0,0,0,1,0,0,0,0,0,0,0,0
12,0,0,0,17,3.499227547,0,0,0,0,3,3,0,2,0,0,0,0,0
1,8,0,0,9,2.947702779,0,0,0,0,1,0,0,0,0,0,0,0,0
8,4,0,0,17,3.528064312,0,0,0,0,4,2,0,1,0,0,0,0,0
1,8,0,0,9,2.419381946,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0,0,0,8,2.405639062,0,0,0,0,1,0,0,0,0,0,0,0,0
26,0,0,2,28,3.294336066,0,0,0,0,1,2,0,0,0,0,0,0,0
9,4,0,0,17,3.852168724,0,0,0,0,3,2,0,0,0,0,0,0,0
14,0,0,0,15,3.323231429,0,0,0,0,2,0,0,0,1,0,0,0,0
8,0,0,0,8,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0
20,0,0,0,22,3.663532755,0,0,0,0,3,0,0,0,0,0,0,0,0
7,0,0,0,8,3,0,0,0,0,1,1,0,1,0,0,0,0,0
16,0,0,0,17,3.292770194,0,0,0,0,2,0,0,0,0,0,0,0,0
22,1,0,0,26,4.132944045,0,0,0,0,1,3,0,0,0,0,0,0,0
25,8,0,2,45,4.078879565,0,0,0,0,11,2,1,0,0,0,0,0,0
7,1,0,1,8,2.75,0,0,0,0,1,0,1,0,0,0,0,0,0
7,0,0,0,8,2.75,0,0,0,0,1,1,0,1,0,0,0,0,0
7,0,0,0,7,2.807354922,0,0,0,0,1,0,0,0,0,0,0,0,0
11,3,0,1,20,3.621928095,0,0,0,0,5,2,1,0,0,0,0,0,0
6,3,0,0,9,2.947702779,0,0,0,0,1,0,0,0,0,0,0,0,0
24,3,0,0,36,3.912671531,0,0,0,0,6,4,0,1,0,1,0,0,0
5,0,0,0,5,2.321928095,0,0,0,0,1,0,0,0,0,0,0,0,0
27,0,0,1,31,4.066784213,0,0,0,0,1,4,0,1,0,0,0,0,0
7,0,0,0,7,2.521640636,0,0,0,0,1,0,0,0,0,0,0,0,0
13,0,0,0,14,2.692380602,0,0,0,0,2,0,0,0,0,0,0,0,0
11,0,0,0,12,3.418295834,0,0,0,0,2,0,0,0,0,0,0,0,0
6,0,0,0,6,1.79248125,0,0,0,0,1,0,0,0,0,0,0,0,0
10,3,0,0,20,3.646439345,0,0,0,0,4,4,0,1,0,0,0,0,0
7,0,0,0,7,2.235926351,0,0,0,0,1,0,0,0,0,1,0,0,0
6,0,0,0,6,2.584962501,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0,0,1,8,2.75,0,0,0,0,1,0,1,0,0,0,0,0,0
14,4,0,0,23,3.555533151,0,0,0,0,4,2,0,0,0,0,0,0,0
6,0,0,0,6,2.584962501,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0,0,1,8,3,0,0,0,0,1,0,1,0,0,0,0,0,0
1,8,0,0,9,2.947702779,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,0,0,6,2.251629167,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0,0,0,7,2.235926351,0,0,0,0,1,0,0,0,0,0,0,0,0
4,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
11,4,0,0,19,3.536886724,0,0,0,0,4,1,0,0,0,0,0,0,0
4,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0,0,0,8,3,0,0,0,0,1,0,0,0,1,0,0,0,0
3,4,0,0,7,2.235926351,0,0,0,0,1,0,0,0,0,0,0,0,0
15,0,0,0,16,3.25,0,0,0,0,2,0,0,0,0,0,0,0,0
2,5,0,0,12,3.022055209,0,0,0,0,4,2,0,1,0,0,0,0,0
7,8,0,0,15,3.640223929,0,0,0,0,1,0,0,0,0,0,0,0,0
1,8,0,0,9,2.05881389,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0,0,0,7,2.521640636,0,0,0,0,1,0,0,0,0,0,0,0,0
4,10,0,0,14,3.324862958,0,0,0,0,1,0,0,0,0,0,0,0,0
19,0,0,1,21,3.522571589,0,0,0,0,1,2,1,0,0,0,0,0,0
16,3,0,1,24,3.720175521,0,0,0,0,4,2,0,0,0,0,0,0,0
9,0,0,0,9,2.113283334,0,0,0,0,1,0,0,0,0,0,0,0,0
1,8,0,0,9,2.197159723,0,0,0,0,1,0,0,0,0,0,0,0,0
9,1,0,0,12,3.251629167,0,0,0,0,1,2,0,0,0,0,0,0,0
10,4,0,1,20,3.746439345,0,0,0,0,4,3,0,1,0,0,0,0,0
13,0,0,1,15,3.323231429,0,0,0,0,3,0,0,0,0,0,0,0,0
5,0,0,0,5,2.321928095,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0,0,0,8,2.75,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,9,2.641604168,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0,0,0,7,2.807354922,0,0,0,0,1,0,0,0,0,0,0,0,0
4,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
18,0,0,1,18,3.127986807,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,0,0,5,2.321928095,0,0,0,0,1,0,0,0,0,0,0,0,0
13,2,0,2,19,3.366091329,0,0,0,0,3,2,1,0,1,0,0,0,0
5,0,0,0,5,1.921928095,0,0,0,0,1,0,0,0,0,0,0,0,0
10,3,0,0,20,3.58418372,0,0,0,0,5,3,0,2,0,0,0,0,0
22,0,0,0,25,4.16385619,0,0,0,0,1,3,0,0,1,0,0,0,0
6,0,0,2,6,2.584962501,0,0,0,0,1,0,1,0,0,0,0,0,0
2,3,0,0,5,2.321928095,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0,0,1,8,2.25,0,0,0,0,1,0,0,0,0,0,0,0,0
17,0,0,1,19,3.511085408,0,0,0,0,1,2,0,0,0,0,0,0,0
5,0,0,0,5,1.921928095,0,0,0,0,1,0,0,0,0,0,0,0,0
32,0,0,0,35,3.900153017,0,0,0,0,1,3,0,1,0,0,0,0,0
28,0,0,1,31,3.848884617,0,0,0,0,1,3,1,0,0,0,0,0,0
1,8,0,0,9,2.725480557,0,0,0,0,1,0,0,0,0,0,0,0,0
19,0,0,1,21,3.463280518,0,0,0,0,1,2,0,0,0,0,0,0,0
8,0,0,0,8,2.75,0,0,0,0,1,0,0,0,0,0,0,0,0
28,0,0,0,31,3.950344198,0,0,0,0,1,3,0,0,0,0,0,0,0
16,2,0,1,22,3.697845823,0,0,0,0,4,1,0,1,0,0,0,0,0
5,2,0,1,7,2.521640636,0,0,0,0,1,0,1,0,0,0,0,0,0
10,0,0,0,12,3.022055209,0,0,0,0,2,1,0,0,0,0,0,0,0
14,0,0,0,15,3.189898095,0,0,0,0,2,0,0,0,0,0,0,0,0
35,0,0,0,37,3.638129974,0,0,0,0,1,2,0,0,1,0,0,0,0
